Timestamp,temperature(c),windDirection(deg),windSpeed(mps),humidity(pcnt),pressure(hPa),cloudiness(pcnt),fog(pcnt),lowClouds(pcnt),mediumClouds(pcnt),highClouds(pcnt),dewpointTemperature(c)
2016-03-01T00:00:00Z,10.5,237.6,1.4,44.4,1024.7,1.6,0.0,0.8,0.8,0.0,-1.3
2016-03-01T06:00:00Z,5.0,262.5,1.5,77.8,1024.8,100.0,0.0,0.0,100.0,100.0,1.3
2016-03-01T12:00:00Z,4.9,110.5,1.4,85.7,1021.7,100.0,0.0,0.0,100.0,100.0,2.5
2016-03-01T18:00:00Z,9.1,229.3,2.0,70.6,1019.7,100.0,0.0,31.2,96.1,100.0,3.9
2016-03-02T00:00:00Z,11.9,29.4,2.9,73.2,1015.7,75.0,0.0,0.0,30.5,75.0,7.2
2016-03-02T06:00:00Z,6.7,232.5,1.8,90.9,1014.0,67.2,0.0,0.0,9.4,66.4,5.3
2016-03-02T12:00:00Z,5.1,228.3,3.2,81.7,1011.4,60.2,0.0,0.0,21.1,48.4,2.1
2016-03-02T18:00:00Z,10.0,219.0,4.0,64.9,1014.2,53.1,0.0,13.3,50.0,6.2,3.6
2016-03-03T00:00:00Z,12.8,347.6,1.1,61.0,1009.5,100.0,0.0,3.9,32.0,100.0,5.4
2016-03-03T06:00:00Z,7.0,90.7,2.4,87.8,1004.0,97.7,0.0,0.0,72.7,96.1,5.0
2016-03-03T12:00:00Z,7.3,252.0,4.7,79.2,1006.9,75.8,0.0,20.3,60.2,53.9,3.8
2016-03-03T18:00:00Z,8.7,252.4,4.6,64.7,1011.5,28.1,0.0,18.8,14.8,10.9,2.3
2016-03-04T00:00:00Z,9.9,313.5,2.1,60.3,1011.6,89.1,0.0,5.5,44.5,86.7,2.4
2016-03-04T06:00:00Z,5.5,216.0,1.9,80.7,1013.6,100.0,0.0,0.0,97.7,98.4,2.3
2016-03-04T12:00:00Z,2.6,310.9,1.1,85.7,1014.7,96.1,0.0,9.4,94.5,52.3,0.3
