Timestamp,temperature(c),windDirection(deg),windSpeed(mps),humidity(pcnt),pressure(hPa),cloudiness(pcnt),fog(pcnt),lowClouds(pcnt),mediumClouds(pcnt),highClouds(pcnt),dewpointTemperature(c)
2016-02-24T00:00:00Z,8.5,67.8,3.4,50.4,1022.6,96.9,0.0,0.0,0.0,96.9,-1.4
2016-02-24T03:00:00Z,2.8,11.4,2.3,76.5,1023.0,99.2,0.0,0.0,0.0,99.2,-1.1
2016-02-24T06:00:00Z,1.1,342.3,1.2,89.3,1023.5,99.2,0.0,0.0,7.8,99.2,-0.7
2016-02-24T09:00:00Z,1.3,340.3,0.7,87.5,1024.1,97.7,0.0,0.0,15.6,97.7,-0.8
2016-02-24T12:00:00Z,3.1,334.3,0.6,74.9,1024.4,94.5,0.0,0.0,85.2,79.7,-1.1
2016-02-24T15:00:00Z,3.6,337.9,0.5,72.0,1025.1,76.6,0.0,0.0,76.6,0.0,-1.2
2016-02-24T18:00:00Z,7.3,118.7,1.1,59.3,1025.6,39.8,0.0,0.0,39.8,0.0,-0.3
2016-02-24T21:00:00Z,10.2,102.0,1.4,53.2,1024.5,40.6,0.0,0.0,28.1,20.3,1.0
2016-02-25T00:00:00Z,10.0,115.9,1.8,56.8,1024.2,91.4,0.0,0.0,46.9,83.6,1.7
2016-02-25T03:00:00Z,7.5,51.3,1.1,66.2,1025.2,100.0,0.0,0.8,48.4,100.0,1.5
2016-02-25T06:00:00Z,4.7,357.7,1.2,78.3,1025.4,17.2,0.0,0.8,9.4,8.6,1.1
2016-02-25T09:00:00Z,3.2,355.8,1.2,79.2,1025.4,3.9,0.0,0.0,3.1,0.0,-0.2
2016-02-25T12:00:00Z,4.2,344.8,1.0,72.5,1025.4,14.1,0.0,0.8,4.7,9.4,-0.4
2016-02-25T15:00:00Z,3.8,354.4,1.1,71.3,1025.8,2.3,0.0,0.8,2.3,0.8,-1.1
2016-02-25T18:00:00Z,8.6,110.8,1.1,63.3,1026.4,100.0,0.0,0.8,0.8,100.0,1.9
2016-02-25T21:00:00Z,11.5,98.8,2.2,56.1,1024.5,65.6,0.0,0.0,7.0,64.8,2.9
2016-02-26T00:00:00Z,11.8,99.0,2.9,57.0,1022.9,0.0,0.0,0.0,0.0,0.0,3.5
2016-02-26T03:00:00Z,7.2,39.2,1.9,74.5,1023.0,0.0,0.0,0.0,0.0,0.0,2.9
2016-02-26T06:00:00Z,2.6,351.0,1.5,87.9,1022.8,84.4,0.0,0.0,0.0,84.4,0.7
2016-02-26T09:00:00Z,2.4,345.5,1.3,83.4,1022.6,97.7,0.0,0.0,0.0,97.7,-0.2
2016-02-26T12:00:00Z,4.6,329.1,0.8,73.5,1022.1,84.4,0.0,0.0,0.0,83.6,0.1
2016-02-26T18:00:00Z,8.7,147.8,0.5,66.8,1020.6,100.0,0.0,0.0,18.0,100.0,2.8
2016-02-27T00:00:00Z,11.5,125.1,0.9,63.2,1014.9,99.2,0.0,0.8,67.2,99.2,4.7
2016-02-27T06:00:00Z,8.1,276.1,2.8,79.9,1013.3,89.1,0.0,21.9,37.5,83.6,4.7
2016-02-27T12:00:00Z,7.0,244.0,4.8,88.7,1015.2,100.0,0.0,89.1,100.0,100.0,5.2
2016-02-27T18:00:00Z,7.9,262.7,7.1,74.5,1019.5,33.6,0.0,33.6,0.0,0.0,3.6
2016-02-28T00:00:00Z,9.5,280.9,5.2,63.6,1019.2,100.0,0.0,0.0,15.6,100.0,2.8
2016-02-28T06:00:00Z,5.7,242.6,1.8,82.5,1019.8,99.2,0.0,0.0,92.2,99.2,2.9
2016-02-28T12:00:00Z,3.7,4.9,1.5,87.5,1016.2,100.0,0.0,0.0,52.3,100.0,1.7
2016-02-28T18:00:00Z,6.6,267.5,1.1,82.6,1014.7,100.0,0.0,4.7,100.0,97.7,3.8
2016-02-29T00:00:00Z,6.1,265.4,4.9,87.3,1013.7,90.6,0.0,0.8,85.9,72.7,4.0
2016-02-29T06:00:00Z,3.4,260.2,4.9,84.4,1018.5,3.9,0.0,3.9,0.0,0.0,0.8
2016-02-29T12:00:00Z,2.6,264.7,3.7,90.7,1022.2,17.2,0.0,17.2,0.0,0.0,1.1
2016-02-29T18:00:00Z,5.8,262.3,5.4,70.3,1027.2,97.7,0.0,97.7,2.3,0.0,0.7
2016-03-01T00:00:00Z,8.9,243.2,2.3,52.4,1025.2,1.6,0.0,1.6,0.0,0.0,-0.5
2016-03-01T06:00:00Z,4.5,319.6,1.3,76.4,1024.6,100.0,0.0,0.0,100.0,100.0,0.5
2016-03-01T12:00:00Z,4.4,28.7,1.0,88.2,1022.2,100.0,0.0,0.0,100.0,100.0,2.5
2016-03-01T18:00:00Z,7.9,280.2,1.3,74.8,1020.3,100.0,0.0,90.6,94.5,100.0,3.6
2016-03-02T00:00:00Z,11.7,341.5,0.9,66.1,1015.8,74.2,0.0,0.0,28.1,74.2,5.5
2016-03-02T06:00:00Z,7.0,318.1,1.5,82.4,1013.8,93.8,0.0,0.0,28.9,93.8,4.1
2016-03-02T12:00:00Z,3.2,300.6,2.7,85.3,1011.5,67.2,0.0,0.8,32.0,49.2,0.8
2016-03-02T18:00:00Z,8.1,269.8,3.1,77.4,1014.6,39.1,0.0,21.9,35.2,0.0,4.3
2016-03-03T00:00:00Z,11.5,341.4,1.5,68.7,1010.0,100.0,0.0,0.0,1.6,100.0,5.9
2016-03-03T06:00:00Z,6.0,21.7,1.8,90.1,1003.9,96.1,0.0,0.0,63.3,95.3,4.4
2016-03-03T12:00:00Z,6.6,273.0,3.8,86.4,1006.5,100.0,0.0,2.3,100.0,79.7,4.5
2016-03-03T18:00:00Z,7.6,259.8,5.1,70.5,1011.5,9.4,0.0,7.0,0.8,2.3,2.4
2016-03-04T00:00:00Z,9.9,275.1,2.7,50.7,1011.4,27.3,0.0,0.0,0.0,27.3,-0.0
2016-03-04T06:00:00Z,4.6,286.7,1.8,77.5,1013.3,99.2,0.0,0.0,90.6,98.4,0.8
2016-03-04T12:00:00Z,1.2,339.3,1.6,93.2,1014.6,64.8,0.0,1.6,64.8,1.6,0.1
