Timestamp,temperature(c),windDirection(deg),windSpeed(mps),humidity(pcnt),pressure(hPa),cloudiness(pcnt),fog(pcnt),lowClouds(pcnt),mediumClouds(pcnt),highClouds(pcnt),dewpointTemperature(c)
2016-02-26T09:00:00Z,4.6,209.0,2.4,84.6,1022.6,46.9,0.0,0.0,0.0,46.9,2.1
2016-02-26T12:00:00Z,3.3,229.9,2.7,89.2,1022.3,34.4,0.0,0.0,0.0,34.4,1.6
2016-02-26T18:00:00Z,7.2,357.4,0.8,80.8,1021.0,100.0,0.0,0.0,0.0,100.0,4.0
2016-02-27T00:00:00Z,11.4,78.4,0.6,63.8,1015.0,100.0,0.0,0.0,40.6,100.0,4.7
2016-02-27T06:00:00Z,8.5,222.8,4.3,81.5,1012.9,96.9,0.0,8.6,80.5,89.8,5.5
2016-02-27T12:00:00Z,8.5,227.6,7.1,77.6,1015.1,100.0,0.0,96.1,100.0,100.0,4.8
2016-02-27T18:00:00Z,10.6,252.1,9.1,61.6,1019.1,0.0,0.0,0.0,0.0,0.0,3.4
2016-02-28T00:00:00Z,11.5,261.5,6.0,58.1,1019.0,100.0,0.0,0.0,6.2,100.0,3.4
2016-02-28T06:00:00Z,6.7,187.0,3.1,81.7,1019.9,100.0,0.0,0.0,96.9,100.0,3.7
2016-02-28T12:00:00Z,5.1,165.1,1.9,89.9,1016.5,100.0,0.0,0.0,7.8,100.0,3.5
2016-02-28T18:00:00Z,8.2,240.9,3.2,76.0,1014.9,100.0,0.0,0.0,92.2,100.0,4.2
2016-02-29T00:00:00Z,8.5,264.7,5.2,81.2,1013.1,100.0,0.0,6.2,100.0,100.0,5.4
2016-02-29T06:00:00Z,5.2,247.8,5.8,79.6,1018.5,0.0,0.0,0.0,0.0,0.0,1.8
2016-02-29T12:00:00Z,4.6,235.7,5.9,73.1,1022.2,35.9,0.0,32.0,3.9,0.0,0.0
2016-02-29T18:00:00Z,8.0,254.3,7.6,63.4,1027.0,21.9,0.0,21.1,2.3,0.0,1.3
2016-03-01T00:00:00Z,11.5,255.7,2.8,46.4,1024.8,0.0,0.0,0.0,0.0,0.0,0.2
2016-03-01T06:00:00Z,5.6,249.1,1.5,79.9,1024.5,100.0,0.0,0.0,100.0,100.0,2.3
2016-03-01T12:00:00Z,5.8,138.2,2.0,85.8,1022.4,100.0,0.0,0.0,100.0,100.0,3.5
2016-03-01T18:00:00Z,9.0,249.7,1.2,75.7,1020.1,100.0,0.0,6.2,84.4,100.0,4.9
2016-03-02T00:00:00Z,12.3,48.3,2.1,72.0,1015.9,100.0,0.0,0.0,24.2,100.0,7.4
2016-03-02T06:00:00Z,7.2,216.3,2.1,90.5,1013.7,93.0,0.0,0.0,2.3,93.0,5.7
2016-03-02T12:00:00Z,6.1,211.5,3.1,84.9,1011.4,89.1,0.0,0.0,7.0,89.1,3.6
2016-03-02T18:00:00Z,10.9,236.5,3.4,65.8,1014.0,55.5,0.0,0.0,55.5,0.0,4.7
2016-03-03T00:00:00Z,13.9,350.6,2.7,68.5,1009.7,100.0,0.0,1.6,85.2,100.0,8.2
2016-03-03T06:00:00Z,8.4,94.6,3.5,84.6,1004.2,91.4,0.0,0.0,20.3,91.4,5.9
2016-03-03T12:00:00Z,8.3,242.5,6.0,83.0,1006.2,100.0,0.0,1.6,100.0,100.0,5.5
2016-03-03T18:00:00Z,9.9,252.6,6.2,65.7,1011.0,17.2,0.0,14.1,6.2,2.3,3.7
2016-03-04T00:00:00Z,11.8,283.2,3.9,50.5,1011.2,56.2,0.0,3.1,37.5,39.1,1.7
2016-03-04T06:00:00Z,7.0,204.4,4.8,73.6,1013.0,99.2,0.0,0.0,93.0,99.2,2.5
2016-03-04T12:00:00Z,4.9,148.0,0.9,85.5,1014.5,36.7,0.0,0.0,23.4,20.3,2.6
