Timestamp,temperature(c),windDirection(deg),windSpeed(mps),humidity(pcnt),pressure(hPa),cloudiness(pcnt),fog(pcnt),lowClouds(pcnt),mediumClouds(pcnt),highClouds(pcnt),dewpointTemperature(c)
2016-02-24T03:00:00Z,3.9,81.1,2.3,74.4,1023.0,97.7,0.0,0.0,0.0,97.7,-0.4
2016-02-24T06:00:00Z,3.0,196.8,1.1,78.5,1023.5,99.2,0.0,0.0,0.8,99.2,-0.5
2016-02-24T09:00:00Z,2.5,250.2,1.1,81.1,1024.2,96.1,0.0,0.0,11.7,96.1,-0.6
2016-02-24T12:00:00Z,2.3,270.9,1.5,79.9,1024.5,96.1,0.0,0.0,79.7,91.4,-0.9
2016-02-24T15:00:00Z,2.2,254.5,1.2,80.1,1025.2,71.1,0.0,0.0,71.1,0.0,-1.1
2016-02-24T18:00:00Z,7.7,88.3,0.8,58.7,1025.8,18.8,0.0,0.0,18.8,0.0,-0.0
2016-02-24T21:00:00Z,10.9,68.2,1.8,50.8,1024.6,27.3,0.0,0.0,15.6,14.8,1.0
2016-02-25T00:00:00Z,11.1,84.6,2.1,52.2,1024.3,89.8,0.0,0.0,50.8,82.0,1.5
2016-02-25T03:00:00Z,8.9,57.3,1.7,61.5,1025.0,97.7,0.0,0.0,43.0,97.7,1.7
2016-02-25T06:00:00Z,6.5,313.3,0.2,71.3,1025.4,71.1,0.0,0.0,11.7,66.4,1.5
2016-02-25T09:00:00Z,3.7,253.9,0.7,78.7,1025.5,3.9,0.0,0.0,3.1,0.8,0.2
2016-02-25T12:00:00Z,2.2,249.3,1.1,81.5,1025.5,4.7,0.0,0.8,3.9,0.8,-0.8
2016-02-25T15:00:00Z,1.7,239.8,1.1,82.6,1026.0,1.6,0.0,0.8,1.6,0.0,-1.1
2016-02-25T18:00:00Z,8.7,52.9,0.8,64.6,1026.6,100.0,0.0,0.0,0.8,100.0,2.3
2016-02-25T21:00:00Z,11.8,70.4,2.4,55.1,1024.7,90.6,0.0,0.0,1.6,90.6,3.0
2016-02-26T00:00:00Z,12.3,78.1,3.1,55.1,1023.1,0.0,0.0,0.0,0.0,0.0,3.4
2016-02-26T03:00:00Z,6.5,70.3,2.7,79.0,1022.8,0.0,0.0,0.0,0.0,0.0,3.0
2016-02-26T06:00:00Z,6.6,200.2,0.3,77.5,1022.8,29.7,0.0,0.0,0.0,29.7,2.9
2016-02-26T09:00:00Z,3.7,254.1,1.5,81.9,1022.7,45.3,0.0,0.0,0.0,45.3,0.8
2016-02-26T12:00:00Z,3.0,245.5,1.7,82.4,1022.3,67.2,0.0,0.0,0.8,67.2,0.1
2016-02-26T18:00:00Z,8.3,281.0,0.4,73.1,1020.8,100.0,0.0,0.0,3.1,100.0,3.7
2016-02-27T00:00:00Z,12.0,101.6,1.0,60.4,1014.9,99.2,0.0,0.0,47.7,99.2,4.5
2016-02-27T06:00:00Z,7.9,238.5,3.5,82.9,1013.1,95.3,0.0,19.5,55.5,90.6,5.1
2016-02-27T12:00:00Z,8.2,230.9,6.1,80.5,1015.2,100.0,0.0,100.0,100.0,100.0,5.0
2016-02-27T18:00:00Z,10.2,257.5,8.0,63.0,1019.3,10.9,0.0,10.9,0.0,0.0,3.4
2016-02-28T00:00:00Z,11.4,264.6,5.2,55.1,1019.1,100.0,0.0,0.0,16.4,100.0,2.6
2016-02-28T06:00:00Z,6.7,197.9,1.8,79.7,1019.9,100.0,0.0,0.0,96.1,96.1,3.4
2016-02-28T12:00:00Z,5.8,285.3,0.4,81.9,1016.4,100.0,0.0,0.0,19.5,100.0,2.9
2016-02-28T18:00:00Z,8.2,235.8,2.4,76.6,1014.8,100.0,0.0,0.0,98.4,100.0,4.3
2016-02-29T00:00:00Z,7.8,266.5,5.1,82.3,1013.4,99.2,0.0,1.6,98.4,93.0,4.9
2016-02-29T06:00:00Z,4.9,249.8,5.2,79.7,1018.6,10.9,0.0,10.9,0.0,0.0,1.5
2016-02-29T12:00:00Z,4.3,242.1,4.4,76.2,1022.3,24.2,0.0,23.4,1.6,0.0,0.3
2016-02-29T18:00:00Z,7.9,259.9,6.6,61.1,1027.2,62.5,0.0,60.9,2.3,0.0,0.7
2016-03-01T00:00:00Z,11.1,260.9,2.1,45.2,1024.9,1.6,0.0,1.6,0.0,0.0,-0.5
2016-03-01T06:00:00Z,5.1,280.7,0.9,76.3,1024.7,100.0,0.0,0.0,100.0,100.0,1.1
2016-03-01T12:00:00Z,5.0,99.7,1.2,89.7,1022.3,100.0,0.0,0.0,100.0,100.0,3.4
2016-03-01T18:00:00Z,8.5,314.5,1.2,78.7,1020.2,100.0,0.0,14.8,89.1,100.0,4.9
2016-03-02T00:00:00Z,13.0,61.2,1.0,62.8,1015.7,97.7,0.0,0.0,29.7,97.7,6.0
2016-03-02T06:00:00Z,6.8,247.3,1.5,93.8,1013.9,91.4,0.0,0.0,4.7,91.4,5.9
2016-03-02T12:00:00Z,4.3,247.7,2.1,92.8,1011.7,82.0,0.0,0.0,3.9,81.2,3.1
2016-03-02T18:00:00Z,10.4,256.3,3.2,67.4,1014.2,56.2,0.0,1.6,56.2,0.0,4.5
2016-03-03T00:00:00Z,13.8,355.8,2.3,64.0,1009.6,100.0,0.0,0.0,50.0,100.0,7.1
2016-03-03T06:00:00Z,7.4,97.9,2.2,89.5,1004.1,93.8,0.0,0.0,43.0,93.8,5.7
2016-03-03T12:00:00Z,7.9,247.5,4.6,85.8,1006.4,98.4,0.0,14.8,97.7,89.1,5.6
2016-03-03T18:00:00Z,9.7,259.5,5.2,64.7,1011.2,22.7,0.0,18.8,12.5,1.6,3.3
2016-03-04T00:00:00Z,11.6,281.7,3.1,48.3,1011.3,43.8,0.0,0.8,18.0,39.8,0.9
2016-03-04T06:00:00Z,6.0,220.5,2.2,78.1,1013.2,99.2,0.0,0.0,82.0,98.4,2.3
2016-03-04T12:00:00Z,3.8,276.6,0.3,90.8,1014.6,64.1,0.0,0.8,60.2,8.6,2.3
