Timestamp,temperature(c),windDirection(deg),windSpeed(mps),humidity(pcnt),pressure(hPa),cloudiness(pcnt),fog(pcnt),lowClouds(pcnt),mediumClouds(pcnt),highClouds(pcnt),dewpointTemperature(c)
2016-02-27T12:00:00Z,7.5,240.1,5.1,83.5,1015.6,100.0,0.0,49.2,100.0,100.0,4.9
2016-02-27T18:00:00Z,9.0,267.6,7.8,69.4,1019.9,11.7,0.0,10.9,2.3,0.0,3.6
2016-02-28T00:00:00Z,10.1,281.5,5.0,62.6,1019.6,100.0,0.0,0.0,32.8,100.0,3.2
2016-02-28T06:00:00Z,6.3,217.7,1.4,82.5,1019.9,100.0,0.0,0.0,90.6,100.0,3.4
2016-02-28T12:00:00Z,4.9,146.0,0.8,88.5,1016.4,100.0,0.0,0.0,71.1,100.0,3.1
2016-02-28T18:00:00Z,6.8,230.9,1.3,82.2,1014.9,100.0,0.0,5.5,100.0,96.1,3.9
2016-02-29T00:00:00Z,6.5,277.0,4.5,85.9,1014.1,93.0,0.0,2.3,91.4,50.0,4.2
2016-02-29T06:00:00Z,3.9,261.8,4.6,83.4,1018.9,69.5,0.0,69.5,0.0,0.0,1.3
2016-02-29T12:00:00Z,3.7,266.0,5.7,84.0,1022.3,8.6,0.0,8.6,0.0,0.0,1.2
2016-02-29T18:00:00Z,6.8,266.8,5.9,67.2,1027.5,81.2,0.0,81.2,0.8,1.6,1.0
2016-03-01T00:00:00Z,10.3,276.4,1.3,49.0,1025.0,2.3,0.0,2.3,0.0,0.0,-0.1
2016-03-01T06:00:00Z,5.1,246.7,1.5,75.8,1024.8,100.0,0.0,0.0,100.0,100.0,1.0
2016-03-01T12:00:00Z,4.6,84.2,1.6,89.4,1022.1,100.0,0.0,0.0,100.0,100.0,2.9
2016-03-01T18:00:00Z,8.1,312.9,0.9,76.7,1020.4,100.0,0.0,74.2,100.0,100.0,4.2
2016-03-02T00:00:00Z,12.1,30.5,1.3,66.8,1015.8,82.0,0.0,0.0,28.9,82.0,6.1
2016-03-02T06:00:00Z,6.8,243.8,1.3,89.1,1014.0,77.3,0.0,0.0,23.4,73.4,5.1
2016-03-02T12:00:00Z,4.1,249.5,2.0,94.5,1011.8,57.0,0.0,0.0,28.9,42.2,3.2
2016-03-02T18:00:00Z,9.2,265.0,2.8,73.7,1014.5,44.5,0.0,28.1,39.8,0.0,4.7
2016-03-03T00:00:00Z,12.5,4.1,2.0,68.6,1009.8,100.0,0.0,0.0,10.2,100.0,6.8
2016-03-03T06:00:00Z,6.7,100.5,1.8,89.4,1003.9,95.3,0.0,0.0,63.3,94.5,5.0
2016-03-03T12:00:00Z,7.0,250.9,3.8,86.5,1007.0,97.7,0.0,62.5,93.8,61.7,4.8
2016-03-03T18:00:00Z,8.6,268.2,4.5,68.3,1011.7,25.0,0.0,19.5,12.5,0.8,3.0
2016-03-04T00:00:00Z,10.6,281.1,1.8,52.7,1011.4,44.5,0.0,0.0,4.7,44.5,1.2
2016-03-04T06:00:00Z,5.3,233.7,1.6,83.3,1013.5,100.0,0.0,0.0,89.1,99.2,2.6
2016-03-04T12:00:00Z,2.1,292.5,1.2,92.7,1014.7,82.8,0.0,4.7,82.0,10.9,0.9
